dept,course,term,section,rec_course,rec_inst,eval_rate,enroll,evals,expected_grade,received_grade,study_wk,difficulty,amount_learned,attendance,start,duration
MATH,18,SP19,C,0.68,0.45,0.35353535353535354,198,70,3.15,2.71,7.26,4.13,3.49,2.52,12.0,0.8333333333333334
MATH,18,SP19,D,0.83,0.64,0.6850393700787402,254,174,3.14,3.11,5.11,3.7,3.72,2.14,14.0,0.8333333333333334
MATH,18,SP19,E,0.88,0.96,0.8709677419354839,217,189,3.35,2.91,6.22,3.7,4.09,2.61,16.0,0.8333333333333334
MATH,180B,SP19,A,0.9,0.9,0.32038834951456313,103,33,3.38,2.69,8.57,4.23,4.1,2.9,17.0,0.8333333333333334
MATH,180C,SP19,A,0.6,0.78,0.25,44,11,2.91,2.48,9.1,4.6,4.2,2.5,9.0,0.8333333333333334
MATH,180C,SP19,B,0.92,0.94,0.3716216216216216,148,55,3.5,3.08,10.5,4.3,4.64,3.0,15.0,0.8333333333333334
MATH,181A,SP19,A,0.93,0.87,0.31446540880503143,159,50,3.4,3.21,6.41,4.02,4.35,2.61,12.0,0.8333333333333334
MATH,181A,SP19,B,0.91,0.4,0.19444444444444445,72,14,3.36,2.93,5.9,4.18,3.55,2.5,14.0,0.8333333333333334
MATH,181B,SP19,A,0.91,0.88,0.3684210526315789,95,35,3.47,3.02,9.53,4.0,4.45,2.27,9.0,0.8333333333333334
MATH,181B,SP19,B,0.86,0.64,0.2542372881355932,59,15,3.67,3.13,5.97,3.29,3.67,2.67,17.0,0.8333333333333334
MATH,183,SP19,A,0.91,0.91,0.27906976744186046,258,72,3.26,2.85,9.05,3.85,4.47,2.19,8.0,0.8333333333333334
MATH,184A,SP19,A,0.78,0.89,0.3333333333333333,30,10,3.0,2.79,6.94,4.67,4.44,3.0,12.0,0.8333333333333334
MATH,184A,SP19,B,0.62,0.62,0.3026315789473684,76,23,2.76,2.84,10.7,4.7,4.1,2.6,11.0,0.8333333333333334
MATH,184A,SP19,C,0.69,0.79,0.6290322580645161,62,39,3.27,2.76,6.76,4.03,3.69,2.45,16.0,0.8333333333333334
MATH,185,SP19,A,0.66,0.53,0.2585034013605442,147,38,3.03,3.02,8.82,4.23,4.0,2.23,15.5,1.3333333333333333
MATH,189,SP19,A,0.91,0.78,0.21511627906976744,172,37,3.97,3.77,6.26,3.36,3.94,1.76,17.0,1.3333333333333333
MATH,191,SP19,A,1.0,0.89,0.45,20,9,4.0,4.0,7.17,4.0,4.33,2.89,11.0,0.8333333333333334
MATH,20A,SP19,A,0.98,0.95,0.3769230769230769,130,49,2.8,2.52,5.57,3.74,4.14,2.47,11.0,0.8333333333333334
MATH,20B,SP19,A,0.43,0.33,0.44776119402985076,201,90,2.29,2.67,7.58,4.51,2.95,2.14,10.0,0.8333333333333334
MATH,20B,SP19,B,0.88,0.77,0.3402061855670103,194,66,3.02,2.57,5.92,3.95,3.96,2.46,14.0,0.8333333333333334
MATH,20C,SP19,A,0.89,0.95,0.4262295081967213,305,130,3.13,2.8,6.55,4.03,4.11,2.57,8.0,0.8333333333333334
MATH,20C,SP19,B,0.77,0.72,0.46710526315789475,304,142,3.1,2.59,5.96,4.04,3.85,2.68,12.0,0.8333333333333334
MATH,20C,SP19,C,0.59,0.37,0.40229885057471265,174,70,2.91,2.7,7.02,4.0,3.38,2.38,15.0,0.8333333333333334
MATH,20D,SP19,A,0.94,0.87,0.4794520547945205,146,70,3.44,3.13,6.06,3.74,4.46,3.0,8.0,1.3333333333333333
MATH,20D,SP19,C,0.87,0.75,0.6639344262295082,244,162,3.51,2.8,5.68,3.54,4.01,2.41,16.0,0.8333333333333334
MATH,20E,SP19,A,0.83,0.82,0.755,200,151,3.07,2.93,6.31,3.94,3.76,2.35,10.0,0.8333333333333334
MATH,20E,SP19,B,0.89,0.94,0.4358974358974359,195,85,3.49,3.12,7.08,3.88,4.6,2.95,8.0,0.8333333333333334
MATH,20E,SP19,C,0.89,0.95,0.40064102564102566,312,125,3.55,3.16,6.03,3.79,4.06,2.39,9.5,1.3333333333333333
MATH,31CH,SP19,A,0.93,1.0,0.42105263157894735,38,16,3.93,3.29,5.38,4.21,4.56,3.0,13.0,0.8333333333333334
MATH,3C,SP19,A,0.88,0.76,0.358974358974359,78,28,3.14,2.61,5.73,3.38,3.92,2.58,9.0,0.8333333333333334
MATH,87,SP19,B,1.0,1.0,0.5,16,8,4.0,,1.07,2.71,4.57,3.0,14.0,0.8333333333333334
MATH,87,SP19,C,1.0,1.0,0.55,20,11,3.67,,1.41,2.5,4.64,2.82,9.0,0.8333333333333334
MATH,95,SP19,A,1.0,1.0,0.56,25,14,4.0,3.96,1.12,2.23,4.46,2.92,9.0,1.8333333333333333
MATH,100B,WI19,A,0.81,0.8,0.3620689655172414,58,21,3.25,2.72,9.63,4.63,3.88,2.81,9.5,1.3333333333333333
MATH,102,WI19,B,0.79,0.68,0.36538461538461536,52,19,3.17,2.27,7.94,3.79,4.0,2.74,13.0,0.8333333333333334
MATH,103A,WI19,A,0.89,1.0,0.35185185185185186,54,19,3.16,2.41,6.18,3.5,3.89,2.84,11.0,0.8333333333333334
MATH,103A,WI19,B,1.0,1.0,0.3,40,12,3.67,2.56,6.5,3.0,3.88,2.5,9.0,0.8333333333333334
MATH,103A,WI19,C,0.83,0.98,0.4166666666666667,120,50,3.02,2.89,8.17,4.11,4.0,2.83,13.0,0.8333333333333334
MATH,103B,WI19,A,0.74,0.88,0.330188679245283,106,35,3.0,3.04,7.35,4.35,3.88,2.85,9.5,1.3333333333333333
MATH,103B,WI19,B,0.65,0.76,0.2926829268292683,123,36,2.71,2.85,7.19,4.45,3.74,2.71,12.5,1.3333333333333333
MATH,104B,WI19,A,1.0,1.0,0.7857142857142857,14,11,3.82,,6.32,3.82,4.55,2.73,15.0,0.8333333333333334
MATH,109,WI19,A,0.89,0.67,0.36,25,9,3.0,1.88,5.39,4.0,4.22,2.67,16.0,0.8333333333333334
MATH,109,WI19,B,1.0,1.0,0.52,75,39,3.72,3.17,6.94,3.67,4.28,2.83,11.0,0.8333333333333334
MATH,109,WI19,C,0.9,0.96,0.5079365079365079,63,32,3.43,2.87,8.23,4.25,4.47,2.97,13.0,0.8333333333333334
MATH,109,WI19,D,0.89,0.95,0.5324675324675324,77,41,3.13,2.75,7.24,4.16,4.41,2.87,11.0,1.3333333333333333
MATH,109,WI19,E,0.82,0.73,0.37142857142857144,35,13,3.18,2.49,5.23,3.64,3.91,2.82,15.5,1.3333333333333333
MATH,10A,WI19,A,0.83,0.87,0.5069252077562327,361,183,2.91,2.9,6.68,3.51,3.83,2.62,11.0,0.8333333333333334
MATH,10A,WI19,B,0.56,0.41,0.5276595744680851,235,124,2.69,2.72,7.16,4.09,3.03,2.58,14.0,0.8333333333333334
MATH,10B,WI19,A,0.73,0.82,0.489247311827957,372,182,2.62,2.38,6.62,4.29,3.76,2.54,9.0,0.8333333333333334
MATH,10B,WI19,B,0.78,0.83,0.5416666666666666,192,104,3.04,2.86,5.61,3.77,3.84,2.62,10.0,0.8333333333333334
MATH,10B,WI19,C,0.81,0.94,0.5523809523809524,315,174,3.02,2.68,5.13,3.96,3.86,2.76,15.0,0.8333333333333334
MATH,10C,WI19,A,0.81,0.8,0.7971014492753623,138,110,3.16,2.73,5.21,3.62,3.79,2.57,12.0,0.8333333333333334
MATH,10C,WI19,B,0.87,0.81,0.43568464730290457,241,105,3.61,3.02,5.51,3.55,3.8,2.11,17.0,0.8333333333333334
MATH,11,WI19,A,0.73,0.86,0.46258503401360546,294,136,3.07,2.96,6.81,3.88,3.78,2.51,8.0,0.8333333333333334
MATH,11,WI19,B,0.64,0.59,0.535,200,107,3.11,2.75,7.13,3.92,3.62,2.65,15.0,0.8333333333333334
MATH,111B,WI19,A,1.0,1.0,0.5555555555555556,9,5,4.0,,3.5,2.75,4.75,3.0,11.0,0.8333333333333334
MATH,120A,WI19,A,0.94,0.97,0.4177215189873418,79,33,3.43,3.28,6.95,3.71,4.19,2.74,15.0,0.8333333333333334
MATH,121A,WI19,A,1.0,1.0,0.6,25,15,3.43,3.48,5.17,2.93,4.53,3.0,9.5,1.3333333333333333
MATH,130A,WI19,A,1.0,0.95,0.3728813559322034,59,22,3.52,3.25,7.77,3.41,4.14,2.59,10.0,0.8333333333333334
MATH,140B,WI19,A,0.94,0.93,0.4444444444444444,45,20,3.0,2.23,9.63,4.31,3.81,2.56,14.0,1.3333333333333333
MATH,142A,WI19,B,0.87,0.94,0.3,110,33,3.06,2.58,8.89,4.45,4.37,2.84,17.0,1.3333333333333333
MATH,142B,WI19,A,0.69,0.79,0.6818181818181818,44,30,2.97,2.6,10.07,4.62,3.83,2.82,9.5,1.3333333333333333
MATH,142B,WI19,B,0.79,0.71,0.25862068965517243,116,30,3.11,2.54,8.72,4.33,3.88,2.56,11.0,0.8333333333333334
MATH,150B,WI19,A,1.0,1.0,0.6666666666666666,6,4,4.0,,8.0,3.75,5.0,3.0,14.0,0.8333333333333334
MATH,152,WI19,A,0.76,0.79,0.5855855855855856,111,65,3.4,3.41,5.37,3.37,3.51,2.27,8.0,0.8333333333333334
MATH,155A,WI19,A,0.81,0.75,0.2909090909090909,55,16,3.13,3.36,8.88,3.81,4.0,2.8,13.0,0.8333333333333334
MATH,15A,WI19,A,0.8,0.74,0.5277777777777778,72,38,3.69,3.12,4.73,3.77,3.77,2.94,14.0,1.3333333333333333
MATH,170A,WI19,A,0.56,0.64,0.34782608695652173,115,40,2.48,2.15,8.85,4.46,3.53,2.73,12.0,0.8333333333333334
MATH,170A,WI19,B,0.86,0.7,0.7757009345794392,107,83,3.5,3.17,5.75,3.17,3.48,2.43,14.0,0.8333333333333334
MATH,170B,WI19,A,0.98,0.98,0.4722222222222222,144,68,3.51,3.24,7.53,3.61,4.66,3.0,8.0,0.8333333333333334
MATH,170B,WI19,C,0.81,0.61,0.9056603773584906,106,96,3.21,3.54,6.33,3.61,3.45,2.33,16.0,0.8333333333333334
MATH,171A,WI19,A,0.86,0.88,0.28888888888888886,180,52,3.49,3.09,6.3,3.54,3.86,2.32,13.0,0.8333333333333334
MATH,175,WI19,A,0.67,0.67,0.5714285714285714,7,4,3.0,,8.5,5.0,4.67,2.67,12.0,0.8333333333333334
MATH,18,WI19,A,0.95,0.99,0.7450980392156863,204,152,3.51,2.66,6.13,3.52,4.48,2.77,8.0,0.8333333333333334
MATH,18,WI19,B,0.95,0.98,0.6702508960573477,279,187,3.39,2.66,6.52,3.47,4.45,2.78,10.0,0.8333333333333334
MATH,18,WI19,C,0.88,0.82,0.6424870466321243,193,124,3.31,2.66,6.02,3.56,3.91,2.75,11.0,0.8333333333333334
MATH,18,WI19,D,0.86,0.69,0.45614035087719296,171,78,3.18,1.65,6.89,3.76,3.99,2.75,12.0,0.8333333333333334
MATH,18,WI19,E,0.8,0.63,0.7346938775510204,196,144,3.26,2.94,5.56,3.84,3.61,2.34,16.0,0.8333333333333334
MATH,180A,WI19,A,0.94,0.93,0.4541832669322709,251,114,3.42,2.87,6.29,3.8,4.18,2.61,17.0,0.8333333333333334
MATH,180B,WI19,A,0.8,0.6,0.2112676056338028,71,15,3.33,2.65,9.7,4.27,4.07,2.8,10.0,0.8333333333333334
MATH,180B,WI19,B,0.85,0.72,0.2713178294573643,129,35,3.38,2.95,9.11,4.21,3.79,2.53,15.0,0.8333333333333334
MATH,181A,WI19,A,0.88,0.89,0.3939393939393939,132,52,3.26,2.74,11.54,4.23,4.63,2.6,9.0,0.8333333333333334
MATH,181A,WI19,B,0.61,0.36,0.33695652173913043,92,31,3.39,3.23,5.88,3.89,3.07,2.48,17.0,0.8333333333333334
MATH,181E,WI19,B,0.83,0.78,0.35714285714285715,56,20,3.79,3.93,9.39,4.17,3.58,2.94,13.0,0.8333333333333334
MATH,183,WI19,A,0.54,0.36,0.3516483516483517,182,64,3.43,3.53,4.96,2.98,2.95,2.46,18.0,0.8333333333333334
MATH,184A,WI19,A,0.92,0.95,0.35833333333333334,120,43,3.43,3.07,7.42,4.06,4.38,2.81,12.0,0.8333333333333334
MATH,184A,WI19,B,1.0,0.85,0.2826086956521739,46,13,3.67,2.46,7.27,3.85,4.17,2.15,15.0,0.8333333333333334
MATH,185,WI19,A,0.75,0.72,0.3684210526315789,95,35,3.32,3.45,8.44,4.1,3.45,2.32,15.5,1.3333333333333333
MATH,186,WI19,A,0.82,0.82,0.3382352941176471,68,23,3.76,3.01,5.23,3.48,4.05,2.09,10.0,0.8333333333333334
MATH,187A,WI19,A,1.0,0.98,0.27887323943661974,355,99,3.9,3.73,6.16,3.07,4.25,2.13,16.0,0.8333333333333334
MATH,189,WI19,A,0.77,0.74,0.2808219178082192,146,41,3.76,3.29,8.66,3.74,3.79,2.63,18.5,1.3333333333333333
MATH,190,WI19,A,1.0,1.0,0.5,28,14,3.9,3.63,6.5,3.27,4.09,2.82,10.0,0.8333333333333334
MATH,2,WI19,A,0.8,1.0,0.5833333333333334,12,7,3.2,,3.7,2.6,4.6,3.0,10.0,1.3333333333333333
MATH,20A,WI19,A,0.96,0.99,0.6081081081081081,148,90,3.24,2.67,5.69,3.44,4.21,2.87,10.0,0.8333333333333334
MATH,20A,WI19,B,0.75,0.53,0.49166666666666664,120,59,2.75,2.68,6.24,3.96,3.25,2.46,16.0,0.8333333333333334
MATH,20B,WI19,A,0.76,0.8,0.5050505050505051,198,100,2.61,2.19,6.79,4.55,3.98,2.68,10.0,0.8333333333333334
MATH,20B,WI19,B,0.78,0.73,0.49746192893401014,197,98,3.09,2.47,6.5,4.07,3.8,2.68,17.0,0.8333333333333334
MATH,20B,WI19,C,0.57,0.5,0.502262443438914,221,111,2.67,2.37,7.41,4.51,3.49,2.59,13.0,0.8333333333333334
MATH,20B,WI19,D,0.83,0.97,0.5208333333333334,240,125,2.94,2.44,6.39,4.26,4.18,2.94,15.0,0.8333333333333334
MATH,20C,WI19,A,0.79,0.8,0.5463917525773195,194,106,3.09,2.88,6.36,4.22,3.98,2.67,8.0,0.8333333333333334
MATH,20C,WI19,B,0.94,0.93,0.5175879396984925,199,103,3.34,3.27,5.73,3.84,4.43,2.85,11.0,0.8333333333333334
MATH,20C,WI19,C,0.88,0.91,0.5092592592592593,216,110,3.12,3.16,6.19,4.06,4.28,2.87,12.0,0.8333333333333334
MATH,20C,WI19,D,0.75,0.33,0.5405405405405406,185,100,3.09,2.78,6.73,4.2,3.3,2.55,14.0,0.8333333333333334
MATH,20C,WI19,E,0.78,0.72,0.7754237288135594,236,183,3.16,2.76,5.83,3.95,3.79,2.43,17.0,0.8333333333333334
MATH,20D,WI19,A,0.94,0.95,0.5477386934673367,199,109,3.6,2.82,6.08,3.53,4.29,2.79,9.0,0.8333333333333334
MATH,20D,WI19,B,0.93,0.93,0.4880382775119617,209,102,3.36,2.82,6.42,3.7,4.37,2.85,12.0,0.8333333333333334
MATH,20D,WI19,D,0.88,0.57,0.4946236559139785,186,92,3.5,3.1,5.02,3.74,3.9,2.65,14.0,0.8333333333333334
MATH,20D,WI19,E,0.95,0.97,0.6283783783783784,148,93,3.79,3.22,6.16,3.44,4.68,2.99,8.0,1.3333333333333333
MATH,20E,WI19,A,0.66,0.55,0.38764044943820225,178,69,3.46,2.86,5.32,3.71,3.6,2.54,9.0,0.8333333333333334
MATH,20E,WI19,B,0.74,0.72,0.37823834196891193,193,73,3.42,2.8,7.1,3.91,3.71,2.67,14.0,0.8333333333333334
MATH,20E,WI19,C,0.78,0.71,0.4166666666666667,180,75,3.22,2.77,6.62,3.96,3.93,2.79,16.0,0.8333333333333334
MATH,31BH,WI19,A,1.0,0.79,0.5641025641025641,39,22,3.94,3.51,4.5,4.25,4.35,2.95,13.0,0.8333333333333334
MATH,3C,WI19,A,0.29,0.21,0.5174418604651163,172,89,2.49,2.67,5.42,3.7,2.68,2.51,17.0,0.8333333333333334
MATH,4C,WI19,A,0.78,0.86,0.72,50,36,2.94,2.76,5.17,3.51,3.72,2.56,9.0,0.8333333333333334
MATH,87,WI19,A,1.0,1.0,0.9,10,9,,,0.5,1.0,3.86,3.0,15.0,1.8333333333333333
MATH,100A,FA18,A,0.94,0.97,0.5,72,36,3.42,2.97,9.05,4.48,4.48,2.91,9.5,1.3333333333333333
MATH,100A,FA18,B,1.0,0.8,0.25,24,6,2.75,2.32,6.9,4.2,4.8,3.0,12.5,1.3333333333333333
MATH,102,FA18,A,0.93,0.95,0.40217391304347827,184,74,3.38,3.05,6.13,3.51,4.0,2.81,9.0,0.8333333333333334
MATH,102,FA18,B,0.61,0.68,0.4642857142857143,56,26,2.96,2.76,9.2,4.3,3.57,2.7,13.0,0.8333333333333334
MATH,103A,FA18,A,0.93,1.0,0.5686274509803921,51,29,3.0,2.71,7.5,4.07,4.43,2.82,9.5,1.3333333333333333
MATH,103A,FA18,C,0.63,0.59,0.34,100,34,3.12,2.15,7.96,4.22,3.48,2.65,12.5,1.3333333333333333
MATH,104A,FA18,A,0.94,0.88,0.75,68,51,3.2,3.36,7.15,4.04,4.29,2.73,15.0,0.8333333333333334
MATH,109,FA18,A,0.81,0.8,0.5357142857142857,84,45,3.1,2.9,8.23,4.21,3.89,2.81,9.0,0.8333333333333334
MATH,109,FA18,B,0.69,0.68,0.81,100,81,2.89,3.0,6.65,4.16,3.37,2.7,11.0,0.8333333333333334
MATH,109,FA18,C,0.89,0.95,0.2916666666666667,72,21,3.28,2.97,7.24,3.79,3.95,2.84,12.0,0.8333333333333334
MATH,109,FA18,D,0.81,0.95,0.7543859649122807,57,43,3.0,2.69,6.39,4.14,4.03,2.92,11.0,1.3333333333333333
MATH,109,FA18,E,0.88,0.89,0.9,90,81,3.28,3.47,8.65,4.25,4.06,2.93,15.0,0.8333333333333334
MATH,10A,FA18,A,0.94,0.97,0.5787671232876712,292,169,3.1,2.4,5.74,3.43,4.0,2.67,9.0,0.8333333333333334
MATH,10A,FA18,B,0.92,0.9,0.5319148936170213,188,100,3.28,2.54,5.42,3.33,3.91,2.81,17.0,0.8333333333333334
MATH,10A,FA18,C,0.93,0.91,0.49514563106796117,309,153,3.34,2.72,4.64,3.13,3.87,2.69,14.0,0.8333333333333334
MATH,10B,FA18,A,0.79,0.88,0.5907590759075908,303,179,2.99,2.75,5.92,3.87,3.92,2.72,9.0,0.8333333333333334
MATH,10B,FA18,B,0.84,0.72,0.5123456790123457,324,166,3.4,2.99,5.1,3.26,3.49,2.48,16.0,0.8333333333333334
MATH,10C,FA18,A,0.87,0.84,0.4726027397260274,292,138,3.23,2.64,6.64,3.78,3.82,2.5,10.0,0.8333333333333334
MATH,10C,FA18,B,0.78,0.75,0.8272251308900523,191,158,3.35,2.79,5.87,3.65,3.62,2.74,13.0,0.8333333333333334
MATH,11,FA18,A,0.79,0.93,0.5652173913043478,184,104,3.1,2.89,7.47,3.81,4.09,2.52,8.0,0.8333333333333334
MATH,11,FA18,B,0.67,0.59,0.518796992481203,266,138,3.17,2.84,7.12,3.78,3.6,2.64,15.0,0.8333333333333334
MATH,110A,FA18,A,0.7,0.7,0.4782608695652174,23,11,2.67,2.76,8.3,4.3,4.3,3.0,11.0,1.3333333333333333
MATH,110A,FA18,B,0.86,0.43,0.34782608695652173,23,8,3.43,2.86,7.36,4.57,3.57,2.86,11.0,1.3333333333333333
MATH,111A,FA18,A,1.0,1.0,0.2972972972972973,37,11,3.73,3.72,5.41,3.0,4.55,2.91,11.0,0.8333333333333334
MATH,120A,FA18,A,0.97,0.91,0.5454545454545454,66,36,3.35,2.56,7.59,3.61,4.17,2.71,12.0,0.8333333333333334
MATH,140A,FA18,A,0.9,0.9,0.40384615384615385,52,21,2.95,2.34,10.5,4.8,4.38,2.9,14.0,1.3333333333333333
MATH,140A,FA18,B,0.92,0.92,0.3783783783783784,37,14,3.17,2.44,10.96,4.38,4.64,2.85,14.0,1.3333333333333333
MATH,142A,FA18,B,0.83,0.75,0.2857142857142857,91,26,3.26,2.55,7.5,4.42,4.04,2.75,10.0,0.8333333333333334
MATH,142A,FA18,C,0.4,0.44,0.391304347826087,69,27,2.64,2.86,9.3,4.44,3.0,2.68,11.0,0.8333333333333334
MATH,142A,FA18,D,0.69,0.77,0.8727272727272727,55,48,3.04,2.69,9.54,4.65,3.73,2.88,11.0,0.8333333333333334
MATH,150A,FA18,A,0.92,1.0,0.5416666666666666,24,13,3.09,2.58,6.83,3.92,4.27,2.75,14.0,0.8333333333333334
MATH,153,FA18,A,0.92,1.0,0.45714285714285713,35,16,3.5,3.26,10.65,4.0,4.54,2.92,10.0,1.3333333333333333
MATH,157,FA18,A,0.42,0.51,0.3643410852713178,129,47,3.2,3.01,13.48,4.4,3.07,2.79,13.0,0.8333333333333334
MATH,170A,FA18,A,0.78,0.9,0.37857142857142856,140,53,3.0,2.88,8.46,4.0,4.18,2.71,13.0,0.8333333333333334
MATH,170A,FA18,B,0.8,0.92,0.3015267175572519,262,79,3.1,2.88,8.56,4.15,3.82,2.59,16.0,0.8333333333333334
MATH,170A,FA18,C,0.97,0.96,0.42758620689655175,145,62,3.74,3.26,7.2,3.57,4.53,2.95,8.0,0.8333333333333334
MATH,174,FA18,A,0.78,0.88,0.696969696969697,99,69,3.35,2.61,8.65,3.87,3.93,2.69,15.5,1.3333333333333333
MATH,18,FA18,A,0.85,0.83,0.5270935960591133,203,107,2.99,2.53,7.48,4.22,4.02,2.78,8.0,0.8333333333333334
MATH,18,FA18,B,0.82,0.82,0.43005181347150256,193,83,3.22,3.05,7.17,3.78,4.04,2.74,10.0,0.8333333333333334
MATH,18,FA18,C,0.75,0.59,0.504950495049505,303,153,3.17,2.92,6.96,3.77,3.82,2.7,12.0,0.8333333333333334
MATH,18,FA18,D,0.92,0.88,0.7951388888888888,288,229,3.53,3.63,6.21,3.52,4.05,2.51,14.0,0.8333333333333334
MATH,18,FA18,E,0.59,0.35,0.9016393442622951,183,165,3.19,2.69,7.24,3.97,3.35,2.33,16.0,0.8333333333333334
MATH,180A,FA18,A,0.63,0.57,0.42857142857142855,126,54,3.0,2.9,8.07,4.45,3.71,2.84,10.0,0.8333333333333334
MATH,180A,FA18,B,0.64,0.49,0.385,200,77,3.13,3.02,7.28,4.25,3.62,2.68,15.0,0.8333333333333334
MATH,180A,FA18,C,0.59,0.46,0.4101123595505618,178,73,3.21,3.02,7.56,4.25,3.41,2.59,16.0,0.8333333333333334
MATH,181B,FA18,A,0.98,0.98,0.3709677419354839,124,46,3.59,3.33,9.26,3.95,4.31,2.45,9.0,0.8333333333333334
MATH,183,FA18,A,0.74,0.81,0.425531914893617,282,120,3.04,2.72,9.43,4.31,4.14,2.7,13.0,0.8333333333333334
MATH,184A,FA18,A,0.78,0.82,0.6601941747572816,103,68,2.95,2.73,8.01,4.56,3.98,2.72,12.0,0.8333333333333334
MATH,184A,FA18,B,0.89,0.98,0.8346456692913385,127,106,3.38,2.78,8.22,4.29,4.31,2.89,14.0,0.8333333333333334
MATH,2,FA18,A,0.71,0.65,0.5588235294117647,34,19,2.71,2.17,3.32,2.65,3.18,2.82,14.0,0.8333333333333334
MATH,2,FA18,B,0.9,1.0,0.7407407407407407,27,20,2.9,2.58,6.3,3.05,4.1,3.0,12.0,1.3333333333333333
MATH,20A,FA18,A,0.84,0.77,0.5340136054421769,294,157,3.0,2.26,6.34,3.85,3.74,2.59,8.0,0.8333333333333334
MATH,20A,FA18,B,0.74,0.4,0.5170068027210885,147,76,3.08,2.72,5.34,3.62,3.15,2.42,12.0,0.8333333333333334
MATH,20A,FA18,C,0.77,0.49,0.5321100917431193,218,116,3.14,2.57,5.17,3.57,3.29,2.55,13.0,0.8333333333333334
MATH,20A,FA18,D,0.97,0.98,0.5693069306930693,202,115,3.27,2.76,5.32,3.48,4.08,2.87,17.0,0.8333333333333334
MATH,20B,FA18,A,0.91,1.0,0.5035211267605634,284,143,3.35,2.3,6.3,3.75,4.27,2.77,8.0,0.8333333333333334
MATH,20B,FA18,B,0.78,0.86,0.5594405594405595,286,160,2.9,2.29,8.38,4.44,4.26,2.8,11.0,0.8333333333333334
MATH,20B,FA18,C,0.87,0.87,0.5734265734265734,286,164,3.21,2.85,5.98,3.96,4.01,2.81,15.0,0.8333333333333334
MATH,20B,FA18,D,0.8,0.75,0.562753036437247,247,139,2.94,2.59,7.77,4.3,3.85,2.81,17.0,0.8333333333333334
MATH,20C,FA18,A,0.78,0.55,0.5851063829787234,188,110,3.19,2.78,7.47,4.12,3.79,2.8,8.0,0.8333333333333334
MATH,20C,FA18,B,0.96,0.96,0.49800796812749004,251,125,3.66,3.26,5.52,3.32,4.05,2.58,9.0,0.8333333333333334
MATH,20C,FA18,C,0.91,0.9,0.49206349206349204,315,155,3.51,2.68,6.58,3.73,4.32,2.82,12.0,0.8333333333333334
MATH,20C,FA18,D,0.87,0.78,0.9154078549848943,331,303,3.49,3.12,5.22,3.58,3.93,2.63,14.0,0.8333333333333334
MATH,20C,FA18,E,0.74,0.54,0.6185567010309279,194,120,2.97,2.96,7.55,4.54,3.89,2.85,16.0,0.8333333333333334
MATH,20C,FA18,F,0.68,0.38,0.6910994764397905,191,132,3.26,2.72,7.28,4.34,3.57,2.68,17.0,0.8333333333333334
MATH,20D,FA18,A,0.92,0.94,0.4307692307692308,130,56,3.65,3.05,6.19,3.44,4.33,2.65,9.0,0.8333333333333334
MATH,20D,FA18,B,0.92,0.54,0.4084507042253521,71,29,3.5,2.42,6.35,3.58,4.04,2.42,16.0,0.8333333333333334
MATH,20D,FA18,C,0.91,0.95,0.5064516129032258,310,157,3.3,3.18,6.98,3.55,4.17,2.71,13.0,0.8333333333333334
MATH,20D,FA18,D,0.82,0.88,0.8273381294964028,139,115,3.19,2.8,6.8,3.76,3.94,2.54,17.0,0.8333333333333334
MATH,20E,FA18,A,0.93,0.91,0.7713178294573644,258,199,3.48,3.36,5.94,3.68,3.88,2.41,11.0,0.8333333333333334
MATH,20E,FA18,B,0.71,0.54,0.41361256544502617,191,79,3.2,3.06,6.73,3.81,3.51,2.3,15.0,0.8333333333333334
MATH,20E,FA18,C,0.76,0.73,0.4467005076142132,197,88,3.0,2.65,7.88,4.0,3.74,2.77,18.0,0.8333333333333334
MATH,31AH,FA18,A,0.8,0.8,0.6,60,36,3.44,3.45,7.53,4.51,3.97,2.86,13.0,0.8333333333333334
MATH,3C,FA18,A,0.77,0.58,0.5846994535519126,183,107,3.11,3.07,4.71,2.98,3.15,2.55,17.0,0.8333333333333334
MATH,3C,FA18,B,0.81,0.76,0.5241379310344828,145,76,3.74,3.5,4.09,2.38,3.74,2.55,14.0,0.8333333333333334
MATH,3C,FA18,C,0.32,0.17,0.568,125,71,2.42,2.55,5.95,3.47,2.19,2.13,12.0,0.8333333333333334
MATH,4C,FA18,A,0.72,0.62,0.6050955414012739,157,95,2.98,3.05,4.59,2.96,3.22,2.4,15.0,0.8333333333333334
MATH,87,FA18,B,1.0,1.0,0.8,15,12,4.0,,0.83,1.2,4.1,3.0,15.0,1.8333333333333333
MATH,87,FA18,C,1.0,1.0,0.5,10,5,4.0,,0.9,1.8,4.4,3.0,11.0,1.8333333333333333
MATH,96,FA18,A,1.0,1.0,0.5384615384615384,26,14,,,4.04,4.43,4.46,2.92,16.0,0.8333333333333334
MATH,100C,SP18,A,1.0,0.83,0.5,24,12,3.36,3.01,13.17,4.75,4.83,3.0,12.0,0.8333333333333334
MATH,103B,SP18,A,0.67,0.79,0.3617021276595745,141,51,2.84,2.8,9.88,4.48,4.17,2.48,12.0,0.8333333333333334
MATH,103B,SP18,B,0.95,0.95,0.3333333333333333,60,20,3.22,2.86,9.03,4.53,4.0,2.74,12.5,1.3333333333333333
MATH,104C,SP18,A,1.0,1.0,0.2727272727272727,11,3,3.67,,6.5,4.33,4.67,3.0,11.0,1.3333333333333333
